,Course Title,Course Name,Course Department,Instructor Full Name,UGrad,Grad,NonDegree,XReg,VUS,Employee,Withdraw,Year,Semester,Total
2003,MODGRK AB,Elementary Modern Greek,"Classics, The","Dourou,Calliopi Ioannis",6,0,0,1,0,0,0,2020,Spring,7
2004,MODGRK BB,Intermediate Modern Greek,"Classics, The","Dourou,Calliopi Ioannis",4,1,0,1,0,0,0,2020,Spring,6
2076,NEP 101B,Introductory Nepali,South Asian Studies,"Delacy,Richard Somers",1,0,0,0,0,0,0,2020,Spring,1
2199,PERSIAN 130BR,Persian Lit & Hist Texts,Near Eastern Languages & Civ,"Dayani,Sheida",1,1,1,0,0,0,0,2020,Spring,3
2200,PERSIAN 152,Persian Epic Tradition,Near Eastern Languages & Civ,"Landau,Justine Karen",3,1,0,1,0,0,0,2020,Spring,5
2201,PERSIAN 252,Classical Persian Literature,Near Eastern Languages & Civ,"Landau,Justine Karen",0,3,0,0,0,0,0,2020,Spring,3
2202,PERSIAN 300,Persian Language & Literature,Near Eastern Languages & Civ,"Landau,Justine Karen",0,1,0,0,0,0,0,2020,Spring,1
2203,PERSIAN AB,Elementary Persian II,Near Eastern Languages & Civ,"Dayani,Sheida",2,5,0,2,0,0,0,2020,Spring,9
2204,PERSIAN BB,Intermediate Persian II,Near Eastern Languages & Civ,"Dayani,Sheida",1,3,1,0,0,0,0,2020,Spring,5
2354,PLSH AB,Elementary Polish II,Slavic Languages & Literatures,"Baranczak,Anna",3,3,0,0,0,0,0,2020,Spring,6
2355,PLSH BB,Intermediate Polish II,Slavic Languages & Literatures,"Baranczak,Anna",0,1,0,0,0,0,0,2020,Spring,1
2356,PORTUG 10S,Portuguese for Spanish Spkrs I,Romance Languages & Lit,"Gontijo,Viviane",3,1,0,0,0,0,0,2020,Spring,4
2357,PORTUG 11,Beginning Portuguese II,Romance Languages & Lit,"Cruz,Benedict",3,0,1,0,0,0,0,2020,Spring,4
2358,PORTUG 11S,Begin. Portug for Spnsh Spkrs,Romance Languages & Lit,"Cruz,Benedict",4,0,0,0,0,0,0,2020,Spring,4
2359,PORTUG 11S,Begin. Portug for Spnsh Spkrs,Romance Languages & Lit,"Cruz,Benedict",2,2,0,2,0,0,0,2020,Spring,6
2360,PORTUG 123B,Portuguese Literary Studies II,Romance Languages & Lit,"Blackmore,Josiah",1,3,0,0,0,0,0,2020,Spring,4
2361,PORTUG 15,Intensive Beginning Portuguese,Romance Languages & Lit,"Gontijo,Viviane",6,0,0,0,0,0,0,2020,Spring,6
2362,PORTUG 20,Intermediate Portuguese,Romance Languages & Lit,"Gontijo,Viviane",3,0,0,0,0,0,0,2020,Spring,3
2363,PORTUG 30,Upper-Level Portuguese,Romance Languages & Lit,"Gontijo,Viviane",6,0,0,0,0,0,0,2020,Spring,6
2364,PORTUG 322,Literature of Portugal,Romance Languages & Lit,"Blackmore,Josiah",0,3,0,0,0,0,0,2020,Spring,3
2365,PORTUG 59,Portuguese and the Community,Romance Languages & Lit,"Gontijo,Viviane",3,0,0,0,0,0,1,2020,Spring,2
2366,PORTUG 91R,Supervised Reading & Research,Romance Languages & Lit,"Gontijo,Viviane",1,0,0,0,0,0,0,2020,Spring,1
2566,RUSS 103,Advanced Russian II,Slavic Languages & Literatures,"Egorova,Veronika A.",10,2,0,0,0,0,0,2020,Spring,12
2567,RUSS 103,Advanced Russian II,Slavic Languages & Literatures,"Egorova,Veronika A.",1,0,0,0,0,0,0,2020,Spring,1
2568,RUSS 112,Advanced Russian,Slavic Languages & Literatures,"Pokrovsky,Natalia",4,3,0,0,0,0,0,2020,Spring,7
2569,RUSS 114,Advanced Russian,Slavic Languages & Literatures,"Pokrovsky,Natalia",0,6,0,1,0,0,0,2020,Spring,7
2570,RUSS 115,Advanced Russian,Slavic Languages & Literatures,"Egorova,Veronika A.",0,3,0,0,0,0,0,2020,Spring,3
2571,RUSS AAB,Elementary Russian (Intensive),Slavic Languages & Literatures,"Chirkov,Natalia Georgievna",6,0,0,2,0,0,0,2020,Spring,8
2572,RUSS AB,Elementary Russian II,Slavic Languages & Literatures,"Clancy,Steven",5,0,0,1,0,0,0,2020,Spring,6
2573,RUSS AB,Elementary Russian II,Slavic Languages & Literatures,"Clancy,Steven",7,1,0,0,0,1,0,2020,Spring,9
2574,RUSS BAB,Intermediate Russian (Intensiv,Slavic Languages & Literatures,"Chirkov,Natalia Georgievna",6,2,0,1,0,0,0,2020,Spring,9
2575,RUSS BB,Intermediate Russian II,Slavic Languages & Literatures,"Clancy,Steven",8,0,0,0,0,0,0,2020,Spring,8
2576,SANSKRIT 101B,Elementary Sanskrit,South Asian Studies,"Hawley,Nell Shapiro",5,2,0,2,0,1,0,2020,Spring,10
2577,SANSKRIT 102BR,Intermediate Sanskrit II,South Asian Studies,"Hawley,Nell Shapiro",0,4,0,3,0,0,0,2020,Spring,7
2578,SANSKRIT 201BR,Adv Philosophical Sanskrit,South Asian Studies,"Hawley,Nell Shapiro",1,5,0,1,0,0,0,2020,Spring,7
2579,SANSKRIT 250R,Nth Year Sanskrit: Seminar,South Asian Studies,"Patil,Parimal G.",0,4,0,0,0,0,0,2020,Spring,4
2580,SANSKRIT 301,Reading and Research,South Asian Studies,"Patil,Parimal G.",0,0,0,0,0,0,0,2020,Spring,0
2581,SANSKRIT 310,Doctoral Dissertations,South Asian Studies,"Patil,Parimal G.",0,2,0,0,0,0,0,2020,Spring,2
2594,SCAND 90R.A,Danish,Germanic Languages & Lit,"Broome,Agnes",3,0,0,1,0,0,0,2020,Spring,4
2619,SHONA 101BR,Advanced Shona II,African & African Amer Studies,"Mugane,John M",2,0,0,0,0,0,0,2020,Spring,2
2715,SOMALI 101BR,Advanced Somali II,African & African Amer Studies,"Mugane,John M",0,0,0,0,0,0,0,2020,Spring,0
2716,SPANSH 10,Beginning Spanish I,Romance Languages & Lit,"Mendez Seijas,Jorge",9,0,0,2,0,0,0,2020,Spring,11
2717,SPANSH 11,Beginning Spanish II,Romance Languages & Lit,"Mendez Seijas,Jorge",14,1,0,0,0,0,0,2020,Spring,15
2718,SPANSH 11,Beginning Spanish II,Romance Languages & Lit,"Mendez Seijas,Jorge",8,0,0,0,0,0,0,2020,Spring,8
2719,SPANSH 11,Beginning Spanish II,Romance Languages & Lit,"Mendez Seijas,Jorge",18,0,0,1,0,0,0,2020,Spring,19
2720,SPANSH 11,Beginning Spanish II,Romance Languages & Lit,"Mendez Seijas,Jorge",13,0,0,0,0,0,0,2020,Spring,13
2721,SPANSH 11,Beginning Spanish II,Romance Languages & Lit,"Mendez Seijas,Jorge",14,0,0,0,0,0,0,2020,Spring,14
2722,SPANSH 11,Beginning Spanish II,Romance Languages & Lit,"Mendez Seijas,Jorge",13,0,0,0,0,0,0,2020,Spring,13
2723,SPANSH 123,Afro-Latin Am: Hist & Culture,Romance Languages & Lit,"Sommer,Doris",10,0,0,0,0,0,0,2020,Spring,10
2724,SPANSH 15,Intensive Beginning Spanish,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",8,0,0,0,0,0,0,2020,Spring,8
2725,SPANSH 165,Bilingual Arts,Romance Languages & Lit,"Sommer,Doris",14,1,1,1,0,0,0,2020,Spring,17
2726,SPANSH 171,Barcelona and Catalan Culture,Romance Languages & Lit,"Obis Monne,Aina",13,0,0,0,0,0,0,2020,Spring,13
2727,SPANSH 20,Intermediate Spanish,Romance Languages & Lit,"Gutierrez,Adriana",13,0,0,2,0,0,0,2020,Spring,15
2728,SPANSH 20,Intermediate Spanish,Romance Languages & Lit,"Gutierrez,Adriana",7,0,0,0,0,0,0,2020,Spring,7
2729,SPANSH 20,Intermediate Spanish,Romance Languages & Lit,"Gutierrez,Adriana",12,1,0,2,0,0,0,2020,Spring,15
2730,SPANSH 20,Intermediate Spanish,Romance Languages & Lit,"Gutierrez,Adriana",13,0,0,1,0,0,0,2020,Spring,14
2731,SPANSH 20,Intermediate Spanish,Romance Languages & Lit,"Gutierrez,Adriana",13,1,0,0,0,0,0,2020,Spring,14
2732,SPANSH 20,Intermediate Spanish,Romance Languages & Lit,"Gutierrez,Adriana",9,1,0,0,0,0,0,2020,Spring,10
2733,SPANSH 20,Intermediate Spanish,Romance Languages & Lit,"Gutierrez,Adriana",9,0,0,0,0,0,0,2020,Spring,9
2734,SPANSH 270,Politics of the Poem,Romance Languages & Lit,"Aguirre-Oteiza,Daniel",2,5,0,0,0,0,0,2020,Spring,7
2735,SPANSH 30,Upper-level Spanish,Romance Languages & Lit,"Liander,Johanna Damgaard",6,0,0,1,0,0,0,2020,Spring,7
2736,SPANSH 30,Upper-level Spanish,Romance Languages & Lit,"Liander,Johanna Damgaard",14,0,0,0,0,0,0,2020,Spring,14
2737,SPANSH 30,Upper-level Spanish,Romance Languages & Lit,"Liander,Johanna Damgaard",15,0,0,0,0,0,0,2020,Spring,15
2738,SPANSH 30,Upper-level Spanish,Romance Languages & Lit,"Liander,Johanna Damgaard",15,0,0,0,0,0,0,2020,Spring,15
2739,SPANSH 30,Upper-level Spanish,Romance Languages & Lit,"Liander,Johanna Damgaard",12,0,0,0,0,0,0,2020,Spring,12
2740,SPANSH 30,Upper-level Spanish,Romance Languages & Lit,"Liander,Johanna Damgaard",13,0,0,0,0,0,0,2020,Spring,13
2741,SPANSH 320,Spanish & Hispanic-American Li,Romance Languages & Lit,"Sorensen,Diana",0,1,0,0,0,0,0,2020,Spring,1
2742,SPANSH 330,Doctoral Dissertations,Romance Languages & Lit,"Siskind,Mariano",0,2,0,0,0,0,0,2020,Spring,2
2743,SPANSH 40,Advanced Spanish Language I,Romance Languages & Lit,"Liander,Johanna Damgaard",15,0,0,2,0,0,0,2020,Spring,17
2744,SPANSH 40,Advanced Spanish Language I,Romance Languages & Lit,"Liander,Johanna Damgaard",7,0,0,0,0,0,0,2020,Spring,7
2745,SPANSH 40,Advanced Spanish Language I,Romance Languages & Lit,"Liander,Johanna Damgaard",12,0,0,0,0,0,0,2020,Spring,12
2746,SPANSH 40,Advanced Spanish Language I,Romance Languages & Lit,"Liander,Johanna Damgaard",10,0,0,2,0,0,0,2020,Spring,12
2747,SPANSH 50,Advanced Spanish II,Romance Languages & Lit,"Gutierrez,Adriana",14,0,0,0,0,0,0,2020,Spring,14
2748,SPANSH 50,Advanced Spanish II,Romance Languages & Lit,"Gutierrez,Adriana",7,0,0,0,0,0,0,2020,Spring,7
2749,SPANSH 50,Advanced Spanish II,Romance Languages & Lit,"Gutierrez,Adriana",16,0,0,0,0,0,0,2020,Spring,16
2750,SPANSH 59,Spanish and the Community,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",15,0,0,0,0,0,0,2020,Spring,15
2751,SPANSH 59H,Spanish for Latino Students II,Romance Languages & Lit,"Parra-Velasco,Maria Luisa",13,0,0,0,0,0,0,2020,Spring,13
2752,SPANSH 61PH,Spanish for Public Health,Romance Languages & Lit,"Gutierrez,Adriana",13,0,0,1,0,0,0,2020,Spring,14
2753,SPANSH 61PH,Spanish for Public Health,Romance Languages & Lit,"Gutierrez,Adriana",12,0,0,1,0,0,0,2020,Spring,13
2754,SPANSH 80T,Translation Wrkshp Spain 20th,Romance Languages & Lit,"Aguirre-Oteiza,Daniel",14,0,0,0,0,0,0,2020,Spring,14
2790,SUDANESE 101BR,Advance Sudanese Arabic II,African & African Amer Studies,"Mugane,John M",0,2,0,0,0,0,0,2020,Spring,2
2791,SUDANESE BB,Sudanese Arabic,African & African Amer Studies,"Mugane,John M",0,0,0,1,0,0,0,2020,Spring,1
2792,SWAHILI 101BR,Reading in Swahili II,African & African Amer Studies,"Mugane,John M",7,0,0,1,0,0,0,2020,Spring,8
2793,SWAHILI AB,Elementary Swahili,African & African Amer Studies,"Mugane,John M",9,1,0,3,0,0,0,2020,Spring,13
2794,SWAHILI BB,Intermediate Swahili,African & African Amer Studies,"Mugane,John M",2,0,0,0,0,0,0,2020,Spring,2
2795,SWEDISH 10B,Beginning Swedish Lang and Lit,Germanic Languages & Lit,"Broome,Agnes",8,0,0,0,0,0,0,2020,Spring,8
2796,SWEDISH 20B,Intermediate Swedish,Germanic Languages & Lit,"Broome,Agnes",2,0,0,0,0,0,0,2020,Spring,2
2797,SYRIAC 130B,Advanced Syriac,Near Eastern Languages & Civ,"Stang,Charles",0,3,0,0,0,0,0,2020,Spring,3
2798,SYRIAC BB,Intermediate Syriac II,Near Eastern Languages & Civ,"Possekel,Ute",0,1,0,0,0,0,0,2020,Spring,1
2837,TAM 101B,Elementary Tamil,South Asian Studies,"Ripley,Jonathan Daniel",3,1,0,1,0,0,0,2020,Spring,5
2838,TAM 102B,Intermediate Tamil,South Asian Studies,"Ripley,Jonathan Daniel",1,0,0,1,0,0,0,2020,Spring,2
2839,TAM 103BR,Advanced Tamil,South Asian Studies,"Ripley,Jonathan Daniel",1,3,0,0,0,0,0,2020,Spring,4
2840,TAM 91R,Tamil Supervised Readings,South Asian Studies,"Ripley,Jonathan Daniel",0,1,0,0,0,0,0,2020,Spring,1
2865,THI 101B,Introductory Thai II,South Asian Studies,"Delacy,Richard Somers",0,0,0,0,0,0,0,2020,Spring,0
2866,THI 102B,Intermediate Thai II,South Asian Studies,"Delacy,Richard Somers",2,0,0,0,0,0,0,2020,Spring,2
2867,THI 103BR,Readings in Thai II,South Asian Studies,"Delacy,Richard Somers",2,0,0,0,0,0,0,2020,Spring,2
2868,TIBET 101B,Elementary Classical Tibetan,South Asian Studies,"van der Kuijp,Leonard Willem Johannes",0,0,0,2,0,0,0,2020,Spring,2
2869,TIBET 102B,Intermediate Classical Tibetan,South Asian Studies,"van der Kuijp,Leonard Willem Johannes",0,2,0,1,0,0,0,2020,Spring,3
2870,TIBET 104BR,Elementary Colloquial Tibetan,South Asian Studies,"Delacy,Richard Somers",0,1,0,1,0,0,0,2020,Spring,2
2871,TIBET 105BR,Intermed Colloquial Tibetan,South Asian Studies,"Delacy,Richard Somers",0,1,0,1,0,0,0,2020,Spring,2
2872,TIBET 106BR,Advanced Colloquial Tibetan,South Asian Studies,"Delacy,Richard Somers",0,2,0,0,0,0,0,2020,Spring,2
2873,TIBET 211,Readings of Dar ma rgyal...,South Asian Studies,"van der Kuijp,Leonard Willem Johannes",0,2,0,2,0,0,0,2020,Spring,4
2874,TIBET 212,Readings in Gser mdog Pa?...,South Asian Studies,"van der Kuijp,Leonard Willem Johannes",0,1,0,0,0,0,0,2020,Spring,1
2875,TIBET 300,Reading and Research,South Asian Studies,"van der Kuijp,Leonard Willem Johannes",0,2,0,0,0,0,0,2020,Spring,2
2876,TIGRINYA AB,Elementary Tigrinya,African & African Amer Studies,"Mugane,John M",3,0,0,0,0,0,0,2020,Spring,3
2877,TIGRINYA BB,Intermediate Tigrinya,African & African Amer Studies,"Mugane,John M",2,1,0,1,0,0,0,2020,Spring,4
2878,TURKISH 120B,Intermediate Modern Turkish II,Near Eastern Languages & Civ,"Demir,Meryem",0,0,0,0,0,0,0,2020,Spring,0
2879,TURKISH 130B,Advanced Modern Turkish II,Near Eastern Languages & Civ,"Taskomur,Himmet",1,1,0,0,0,0,0,2020,Spring,2
2880,TURKISH 140B,Intro to Ottoman Turkish II,Near Eastern Languages & Civ,"Taskomur,Himmet",0,3,0,0,0,0,0,2020,Spring,3
2881,TURKISH 150B,Advanced Ottoman Turkish II,Near Eastern Languages & Civ,"Taskomur,Himmet",0,3,0,0,0,0,0,2020,Spring,3
2882,TURKISH AB,Elementary Modern Turkish II,Near Eastern Languages & Civ,"Demir,Meryem",2,5,0,1,0,0,0,2020,Spring,8
2883,TWI 101BR,Reading in Twi II,African & African Amer Studies,"Mugane,John M",3,0,0,0,0,0,0,2020,Spring,3
2884,TWI AB,Elementary Twi,African & African Amer Studies,"Mugane,John M",7,0,0,0,0,0,0,2020,Spring,7
2885,TWI BB,Intermediate Twi,African & African Amer Studies,"Mugane,John M",3,0,0,0,0,0,0,2020,Spring,3
2886,UKRA BR,Intermediate Ukrainian,Slavic Languages & Literatures,"Dibrova,Volodymyr",0,1,0,0,0,0,0,2020,Spring,1
2887,UYGHUR A,Elementary Uyghur,East Asian Langs & Civ,"Gulina,Aizezi",0,1,0,3,0,0,0,2020,Spring,4
2888,VIETNAM 140B,Advanced-High Vietnamese,East Asian Langs & Civ,"Ngo,Binh",0,1,0,0,0,0,0,2020,Spring,1
2889,VIETNAM BB,Elementary Vietnamese,East Asian Langs & Civ,"Ngo,Binh",3,0,0,1,0,1,0,2020,Spring,5
2901,WELSH 129R,Intermediate Modern Welsh,Celtic Languages & Literatures,"McKenna,Catherine",1,1,0,0,0,0,0,2020,Spring,2
2902,WELSH 227,Welsh Bardic Poetry,Celtic Languages & Literatures,"McKenna,Catherine",0,3,0,0,0,0,0,2020,Spring,3
2922,WSTAFRCN 101BR,Adv. West African Pidgin II,African & African Amer Studies,"Mugane,John M",0,0,0,0,0,0,0,2020,Spring,0
2923,WSTAFRCN AB,Elementary West African Pidgin,African & African Amer Studies,"Mugane,John M",19,0,0,0,0,0,0,2020,Spring,19
2924,WSTAFRCN BB,Intermediate West African Pidg,African & African Amer Studies,"Mugane,John M",7,0,0,0,0,0,0,2020,Spring,7
2925,YIDDISH 115,The Yiddish Short Story,Near Eastern Languages & Civ,"Zaritt,Saul",2,0,0,0,0,0,0,2020,Spring,2
2926,YIDDISH 166,Politics of Laughter,Near Eastern Languages & Civ,"Zaritt,Saul",4,0,0,1,0,0,0,2020,Spring,5
2927,YIDDISH AB,Elementary Yiddish II,Near Eastern Languages & Civ,"Feldman,Sara",5,0,0,0,0,0,0,2020,Spring,5
2928,YIDDISH BB,Intermediate Yiddish II,Near Eastern Languages & Civ,"Feldman,Sara",1,2,0,0,0,0,0,2020,Spring,3
2929,YIDDISH CB,Advanced Yiddish II,Near Eastern Languages & Civ,"Feldman,Sara",0,0,0,1,0,0,0,2020,Spring,1
2930,YORUBA 101BR,Reading in Yoruba II,African & African Amer Studies,"Mugane,John M",4,0,0,0,0,0,0,2020,Spring,4
2931,YORUBA AB,Elementary Yoruba,African & African Amer Studies,"Mugane,John M",8,0,0,1,0,0,0,2020,Spring,9
2932,YORUBA BB,Intermediate Yoruba,African & African Amer Studies,"Mugane,John M",1,0,0,1,0,0,0,2020,Spring,2
2933,ZULU 101BR,Advanced Zulu II,African & African Amer Studies,"Mugane,John M",2,1,0,0,0,0,0,2020,Spring,3
2934,ZULU AB,Elementary Zulu,African & African Amer Studies,"Mugane,John M",61,0,0,0,0,0,0,2020,Spring,61
2935,ZULU BB,Intermediate Zulu,African & African Amer Studies,"Mugane,John M",1,0,0,0,0,0,0,2020,Spring,1
23,AFRIKAAN AA,Elementary Afrikaans,African & African Amer Studies,"Mugane,John M",9,0,0,0,0,0,0,2020,Fall,9
24,AFRIKAAN BA,Intermediate Afrikaans,African & African Amer Studies,"Mugane,John M",2,0,0,0,0,0,0,2020,Fall,2
70,AKKAD 144,Akkadian Divination Texts,Near Eastern Languages & Civ,"Steinkeller,Piotr",0,4,0,0,0,0,0,2020,Fall,4
71,AKKAD 156,Neo-Babylonian Inscriptions,Near Eastern Languages & Civ,"Barjamovic,Gojko",0,5,0,0,0,0,0,2020,Fall,5
72,AKKAD 300,Akkadian Language & Literature,Near Eastern Languages & Civ,"Barjamovic,Gojko",0,0,0,1,0,0,0,2020,Fall,1
73,AKKAD AA,Introductory Akkadian I,Near Eastern Languages & Civ,"Barjamovic,Gojko",1,0,0,1,0,0,0,2020,Fall,2
74,AMHARIC 101AR,Advanced Amharic,African & African Amer Studies,"Mugane,John M",2,0,0,1,0,0,0,2020,Fall,3
75,AMHARIC AA,Elementary Amharic,African & African Amer Studies,"Mugane,John M",3,0,0,1,0,0,0,2020,Fall,4
76,AMHARIC BA,Intermediate Amharic,African & African Amer Studies,"Mugane,John M",1,1,0,1,0,0,0,2020,Fall,3
206,ARABIC 130A,Upper-Level Classical Arabic I,Near Eastern Languages & Civ,"Habib,Muhammad Ahmad",2,2,0,1,0,0,0,2020,Fall,5
207,ARABIC 131A,Upper-Level Modern Arabic l,Near Eastern Languages & Civ,"Korica Sullivan,Nevenka",6,1,0,0,0,0,0,2020,Fall,7
208,ARABIC 131A,Upper-Level Modern Arabic l,Near Eastern Languages & Civ,"Korica Sullivan,Nevenka",6,1,0,1,0,0,0,2020,Fall,8
209,ARABIC 241AR,Advanced Modern Arabic Bridge,Near Eastern Languages & Civ,"Habib,Muhammad Ahmad",2,6,0,1,0,0,0,2020,Fall,9
210,ARABIC 241AR,Advanced Modern Arabic Bridge,Near Eastern Languages & Civ,"Habib,Muhammad Ahmad",8,1,0,1,0,0,0,2020,Fall,10
211,ARABIC 243CR,Arabic Bridge 3: Prose/Poetry,Near Eastern Languages & Civ,"Nasser,Shady Hekmat",0,6,0,2,0,0,0,2020,Fall,8
212,ARABIC 249R,Arabic Philosophical Texts,Near Eastern Languages & Civ,"El-Rouayheb,Khaled",1,4,0,0,0,0,0,2020,Fall,5
213,ARABIC 300,Reading/Research in Arabic,Near Eastern Languages & Civ,"Granara,William",0,1,0,0,0,0,0,2020,Fall,1
214,ARABIC AA,Elementary Arabic I,Near Eastern Languages & Civ,"Habib,Muhammad Ahmad",3,1,0,2,0,0,0,2020,Fall,6
215,ARABIC AA,Elementary Arabic I,Near Eastern Languages & Civ,"Cozzens,Richard",8,1,0,1,0,0,0,2020,Fall,10
216,ARABIC AA,Elementary Arabic I,Near Eastern Languages & Civ,"Habib,Muhammad Ahmad",3,2,0,4,0,0,0,2020,Fall,9
217,ARABIC AA,Elementary Arabic I,Near Eastern Languages & Civ,"Cozzens,Richard",6,2,0,1,0,0,0,2020,Fall,9
218,ARABIC BA,Intermediate Arabic I,Near Eastern Languages & Civ,"Barmada,Nour",11,1,0,0,0,0,0,2020,Fall,12
219,ARABIC BA,Intermediate Arabic I,Near Eastern Languages & Civ,"Barmada,Nour",5,2,0,1,0,0,0,2020,Fall,8
220,ARABIC BA,Intermediate Arabic I,Near Eastern Languages & Civ,"Barmada,Nour",7,2,0,2,0,0,0,2020,Fall,11
221,ARMEN AA,Elem Modern Western Armenian I,Near Eastern Languages & Civ,"Gulesserian,Lisa",1,1,0,0,0,0,0,2020,Fall,2
286,BCS AA,Elementary BCS I,Slavic Languages & Literatures,"Kuzmic,Tatiana",1,2,0,1,0,0,0,2020,Fall,4
287,BCS BA,Intermediate BCS I,Slavic Languages & Literatures,"Kuzmic,Tatiana",1,1,0,0,0,0,0,2020,Fall,2
288,BCS CR,Advanced BCS,Slavic Languages & Literatures,"Kuzmic,Tatiana",2,0,0,0,0,0,0,2020,Fall,2
370,BRETON 122,Introduction to Modern Breton,Celtic Languages & Literatures,"Nagy,Joseph F",1,1,0,0,0,0,0,2020,Fall,2
372,CATALAN 10,Introduction to Catalan,Romance Languages & Lit,"Obis Monne,Aina",0,1,0,0,0,0,0,2020,Fall,1
373,CATALAN 91R,Supervised Reading and Researc,Romance Languages & Lit,"Aguirre-Oteiza,Daniel",1,0,0,0,0,0,0,2020,Fall,1
413,CHAGATAY A,Elementary Chaghatay,East Asian Langs & Civ,"Gulina,Aizezi",0,1,0,0,0,0,0,2020,Fall,1
486,CHNSE 106A,Intro to Literary Chinese,East Asian Langs & Civ,"Sena,David M",3,2,0,3,0,0,0,2020,Fall,8
487,CHNSE 107A,Intermediate Literary Chinese,East Asian Langs & Civ,"Sena,David M",2,4,0,2,0,0,0,2020,Fall,8
488,CHNSE 120A,Intermediate Modern Chinese,East Asian Langs & Civ,"Yang,Bin",18,3,0,2,0,0,1,2020,Fall,22
489,CHNSE 120A,Intermediate Modern Chinese,East Asian Langs & Civ,"Yang,Bin",9,0,0,1,0,0,0,2020,Fall,10
490,CHNSE 120A,Intermediate Modern Chinese,East Asian Langs & Civ,"Yang,Bin",6,1,0,0,0,0,0,2020,Fall,7
491,CHNSE 130A,Pre-Advanced Modern Chinese,East Asian Langs & Civ,"Jia,Fan",12,0,0,1,0,0,0,2020,Fall,13
492,CHNSE 130A,Pre-Advanced Modern Chinese,East Asian Langs & Civ,"Jia,Fan",13,0,0,0,0,0,0,2020,Fall,13
493,CHNSE 130A,Pre-Advanced Modern Chinese,East Asian Langs & Civ,"Jia,Fan",7,0,0,1,0,0,0,2020,Fall,8
494,CHNSE 130XA,Pre-Adv Mod Chin for High-Prof,East Asian Langs & Civ,"Yang,Shunan",10,0,0,1,0,0,0,2020,Fall,11
495,CHNSE 130XA,Pre-Adv Mod Chin for High-Prof,East Asian Langs & Civ,"Yang,Shunan",12,0,0,0,0,1,0,2020,Fall,13
496,CHNSE 140A,Advanced Modern Chinese,East Asian Langs & Civ,"Shao,Xueyin",8,5,0,0,0,0,0,2020,Fall,13
497,CHNSE 140A,Advanced Modern Chinese,East Asian Langs & Civ,"Shao,Xueyin",5,0,0,0,0,1,0,2020,Fall,6
498,CHNSE 140XA,Adv Mod Chin for High-Prof,East Asian Langs & Civ,"Fan,Ya Ting",6,0,0,0,0,1,0,2020,Fall,7
499,CHNSE 140XA,Adv Mod Chin for High-Prof,East Asian Langs & Civ,"Fan,Ya Ting",5,0,0,0,0,0,0,2020,Fall,5
500,CHNSE 142A,Advanced Conversational Chines,East Asian Langs & Civ,"Wang,Dan",7,2,0,0,0,0,0,2020,Fall,9
501,CHNSE 150A,Reads & Disc in Acad Prof Chin,East Asian Langs & Civ,"Wang,Dan",7,1,0,4,0,0,1,2020,Fall,11
502,CHNSE 280,Teaching Chinese,East Asian Langs & Civ,"Liu,Jennifer Li-Chia",0,2,0,8,0,0,0,2020,Fall,10
503,CHNSE 300,Reading and Research,East Asian Langs & Civ,"Bol,Peter K.",0,3,0,0,0,0,0,2020,Fall,3
504,CHNSE 300,Reading and Research,East Asian Langs & Civ,"Li,Wai-yee",0,0,0,0,0,0,0,2020,Fall,0
505,CHNSE 300,Reading and Research,East Asian Langs & Civ,"Tian,Xiaofei",0,4,0,0,0,0,0,2020,Fall,4
506,CHNSE BA,Elementary Modern Chinese,East Asian Langs & Civ,"Yu,Xiaoshi",7,1,0,1,0,0,0,2020,Fall,9
507,CHNSE BA,Elementary Modern Chinese,East Asian Langs & Civ,"Yu,Xiaoshi",10,1,0,0,0,0,1,2020,Fall,10
508,CHNSE BA,Elementary Modern Chinese,East Asian Langs & Civ,"Yu,Xiaoshi",14,1,0,2,0,1,0,2020,Fall,18
509,CHNSE BA,Elementary Modern Chinese,East Asian Langs & Civ,"Yu,Xiaoshi",15,1,0,0,0,0,0,2020,Fall,16
510,CHNSE BA,Elementary Modern Chinese,East Asian Langs & Civ,"Yu,Xiaoshi",4,1,0,0,0,0,1,2020,Fall,4
511,CHNSE BA,Elementary Modern Chinese,East Asian Langs & Civ,"Yu,Xiaoshi",4,0,0,1,0,0,0,2020,Fall,5
512,CHNSE BX,Elem Chinese for Adv Beginners,East Asian Langs & Civ,"Ying,Jie",12,0,0,0,0,0,0,2020,Fall,12
513,CHNSE BX,Elem Chinese for Adv Beginners,East Asian Langs & Civ,"Ying,Jie",12,0,0,0,0,0,0,2020,Fall,12
514,CHNSE BX,Elem Chinese for Adv Beginners,East Asian Langs & Civ,"Ying,Jie",3,0,0,0,0,0,0,2020,Fall,3
521,CLAS-HEB 120A,Intermediate Classical Hebrew,Near Eastern Languages & Civ,"Teeter,Andrew",1,0,0,0,0,0,0,2020,Fall,1
522,CLAS-HEB AA,Elementary Classical Hebrew I,Near Eastern Languages & Civ,"Teeter,Andrew",1,1,0,0,0,0,0,2020,Fall,2
663,CZCH AA,Elementary Czech I,Slavic Languages & Literatures,"Tuckerova,Veronika",4,1,0,0,0,0,0,2020,Fall,5
664,CZCH BA,Intermediate Czech I,Slavic Languages & Literatures,"Tuckerova,Veronika",1,1,0,1,0,0,0,2020,Fall,3
665,CZCH CR,Advanced Czech,Slavic Languages & Literatures,"Tuckerova,Veronika",1,0,0,0,0,0,0,2020,Fall,1
